string_field_2,string_field_3,string_field_0,string_field_100,string_field_56,string_field_57,string_field_58,string_field_59,string_field_60,string_field_61,string_field_62,string_field_63,string_field_64,string_field_65,string_field_66,string_field_67,string_field_68,string_field_69,string_field_99,string_field_81,string_field_5
25-29,<2,India,Rather not say,C,C++,C#,Java,JavaScript,,,,,,,,SQL,Android,Love my job,Windows 7,1/25/2013
30-34,11,Canada,"$60,000 - $80,000",C,C++,,,,,,,Objective-C,,,,,,Love my job,Windows XP,101-999
40-50,11,South America,"$40,000 - $60,000",,,,,JavaScript,,,,,,,,SQL,Google Apps Script,It's a paycheck,Windows 7,1/25/2013
25-29,6/10/2013,France,Rather not say,,,,Java,JavaScript,,,,,,,,,,I enjoy going to work,Linux,26-100
25-29,2/5/2013,Canada,"$60,000 - $80,000",,,,Java,JavaScript,,,,,,Python,Ruby,SQL,,I'm not happy in my job,Windows 7,101-999
25-29,6/10/2013,Australia,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Hate my job,Windows 7,3001
30-34,6/10/2013,United States of America,"$100,000 - $120,000",,,C#,,JavaScript,jQuery,JQuery,Node.js,,,,,SQL,,Love my job,Mac OS X,1/25/2013
40-50,11,United States of America,"$100,000 - $120,000",,,,,,,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
40-50,11,United States of America,"$80,000 - $100,000",,,C#,,,jQuery,,,,,,,SQL,,Love my job,Windows 7,101-999
30-34,6/10/2013,Other Europe,"$40,000 - $60,000",,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Windows 7,26-100
25-29,2/5/2013,Other Europe,"<$20,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,I'm not happy in my job,Windows 7,1/25/2013
25-29,2/5/2013,Canada,"$60,000 - $80,000",,,,,JavaScript,jQuery,,Node.js,,,,,SQL,Coldfusion,I'm not happy in my job,Mac OS X,1/25/2013
30-34,11,United Kingdom,">$140,000",,,C#,,JavaScript,,,,,,,,SQL,,Love my job,Windows 8,1/25/2013
25-29,2/5/2013,South America,"$40,000 - $60,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Windows 7,101-999
40-50,11,Australia,"<$20,000",,,C#,,,jQuery,,,,,,,SQL,,I wish I had a job!,Windows 7,1/25/2013
51-60,11,Canada,Rather not say,,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,Love my job,Linux,1/25/2013
25-29,2/5/2013,Italy,"<$20,000",,,C#,,JavaScript,jQuery,,,,,Python,,,,I'm not happy in my job,Windows 7,1/25/2013
25-29,6/10/2013,Canada,,C,,,Java,,,,,,,Python,,,,I wish I had a job!,Mac OS X,"Other (not working, consultant, etc.)"
30-34,6/10/2013,France,"$40,000 - $60,000",C,,C#,,,,,,,,,,,,I enjoy going to work,Windows 7,1/25/2013
40-50,11,United Kingdom,Rather not say,,C++,C#,,,,,,,,,,,,Love my job,Windows 8,1/25/2013
25-29,11,Germany,,,C++,,,JavaScript,jQuery,,,,,Python,,,,I enjoy going to work,Windows 7,1/25/2013
30-34,6/10/2013,United States of America,"$100,000 - $120,000",,,,,JavaScript,,,,,,,,SQL,VB.NET,I enjoy going to work,Mac OS X,101-999
51-60,11,United States of America,"$60,000 - $80,000",C,,,,,,,,,,,,SQL,Delphi Pascal,It's a paycheck,Windows 7,101-999
40-50,11,United States of America,"$120,000 - $140,000",,C++,,,,,,,,,Python,,,,Love my job,Linux,"1,000-3,000"
51-60,11,Canada,Rather not say,,C++,,,,,,,Objective-C,,,,,,Love my job,Mac OS X,1/25/2013
40-50,11,Other Europe,"$60,000 - $80,000",,,,Java,JavaScript,jQuery,,,,,,,,,It's a paycheck,Windows 7,3001
35-39,11,Netherlands,"$40,000 - $60,000",,C++,C#,Java,JavaScript,jQuery,,,,,Python,,,,I enjoy going to work,Linux,3001
35-39,11,United Kingdom,Rather not say,,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
40-50,11,South America,"$20,000 - $40,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,Love my job,Linux,1/25/2013
25-29,6/10/2013,Canada,"$60,000 - $80,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,,Love my job,Windows 7,3001
30-34,2/5/2013,United States of America,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,I'm not happy in my job,Windows 7,1/25/2013
51-60,11,United States of America,"$120,000 - $140,000",,,C#,,JavaScript,,,,,,,,SQL,SSIS,It's a paycheck,Windows 7,101-999
25-29,6/10/2013,Middle East,"$60,000 - $80,000",,,C#,,,,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
25-29,<2,Other Europe,"$60,000 - $80,000",,,C#,,,,,,,,,,,,I enjoy going to work,Windows 7,101-999
20-24,2/5/2013,United Kingdom,"$20,000 - $40,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Windows XP,26-100
51-60,11,Germany,"$40,000 - $60,000",C,C++,C#,Java,JavaScript,,,,,PHP,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
40-50,6/10/2013,Canada,"$40,000 - $60,000",,,,,,,,,,,,,SQL,VB.NET,It's a paycheck,Windows XP,101-999
30-34,2/5/2013,Russia,"$20,000 - $40,000",,,C#,,,,,,,,,,,f#,I enjoy going to work,Windows 7,26-100
20-24,2/5/2013,United States of America,,,,C#,,,,,,,,,,,,I enjoy going to work,Windows 7,26-100
40-50,11,United States of America,"$20,000 - $40,000",C,C++,C#,,,,,,,,,,,,I enjoy going to work,Windows 7,1/25/2013
35-39,11,United Kingdom,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 8,"1,000-3,000"
30-34,11,United States of America,"$60,000 - $80,000",,,C#,,JavaScript,jQuery,,,,,,,,,I enjoy going to work,Windows 7,101-999
35-39,11,United States of America,">$140,000",C,,,,,,,,,,Python,,,,I enjoy going to work,Linux,26-100
30-34,6/10/2013,United Kingdom,"$60,000 - $80,000",,,,Java,,,,,,,,,,flex,I enjoy going to work,Windows 7,26-100
51-60,11,United Kingdom,"$80,000 - $100,000",,,C#,,,,,,,,,,SQL,,I'm not happy in my job,Windows 7,1/25/2013
40-50,11,United States of America,Rather not say,,,,,JavaScript,,,,,,Python,,SQL,,Love my job,Windows XP,3001
< 20,2/5/2013,Other Europe,Student / Unemployed,,,C#,,,,,,,PHP,,,,VB6,I wish I had a job!,Linux,"Other (not working, consultant, etc.)"
20-24,2/5/2013,Other Europe,"$20,000 - $40,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Linux,26-100
20-24,2/5/2013,Russia,"$20,000 - $40,000",,,,Java,,,,,,,Python,,,,I enjoy going to work,Linux,101-999
40-50,11,United States of America,"$80,000 - $100,000",,,,Java,,,,,,,,,SQL,,I enjoy going to work,Mac OS X,1/25/2013
25-29,2/5/2013,India,"<$20,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,3001
25-29,6/10/2013,Russia,,C,C++,,,,,,,,,Python,,,,Love my job,Linux,3001
< 20,2/5/2013,United States of America,Rather not say,,,,,,,,,,,Python,Ruby,SQL,,I enjoy going to work,Linux,1/25/2013
35-39,11,United States of America,"$100,000 - $120,000",C,C++,,Java,JavaScript,,,Node.js,,PHP,Python,Ruby,SQL,,Love my job,Linux,3001
35-39,11,France,"$40,000 - $60,000",,,,Java,JavaScript,jQuery,,,,,,,,CouchDB,Love my job,Mac OS X,101-999
51-60,11,Other Europe,Rather not say,C,,,Java,,jQuery,,,,,,,SQL,,Love my job,Windows 7,1/25/2013
25-29,11,Other Europe,Rather not say,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,I'm not happy in my job,Mac OS X,1/25/2013
< 20,<2,United States of America,Student / Unemployed,,,,Java,,,,,,,,,,Lots of shell scripts!,I wish I had a job!,Linux,"Other (not working, consultant, etc.)"
30-34,6/10/2013,United States of America,"$60,000 - $80,000",,,,,JavaScript,jQuery,,,,,,Ruby,SQL,,I enjoy going to work,Mac OS X,1/25/2013
30-34,6/10/2013,Mexico,"$20,000 - $40,000",,,,Java,JavaScript,jQuery,,,Objective-C,,,,SQL,,I'm not happy in my job,Windows 7,1/25/2013
35-39,11,United States of America,"$120,000 - $140,000",,,C#,,JavaScript,,,Node.js,,,,,,,It's a paycheck,Linux,3001
30-34,6/10/2013,United States of America,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,,,,,Ruby,SQL,,Love my job,Windows 7,1/25/2013
25-29,6/10/2013,United States of America,"$100,000 - $120,000",,,C#,,JavaScript,jQuery,,,,,,Ruby,SQL,CoffeeScript,Love my job,Windows 7,26-100
25-29,2/5/2013,United States of America,Student / Unemployed,,,,,JavaScript,jQuery,,,,,Python,,,,Love my job,Mac OS X,101-999
25-29,6/10/2013,Other Europe,"$40,000 - $60,000",,,,,JavaScript,jQuery,,,,,,Ruby,SQL,,It's a paycheck,Mac OS X,1/25/2013
30-34,11,Canada,Student / Unemployed,C,,,Java,,,,,,,,Ruby,SQL,,Love my job,Linux,1/25/2013
40-50,11,North America (Other),"$100,000 - $120,000",,,C#,,JavaScript,jQuery,,,,,Python,,SQL,Cache Object Script,I enjoy going to work,Windows 7,1/25/2013
40-50,11,United States of America,Rather not say,,,,Java,JavaScript,jQuery,,,,,Python,,SQL,R,I enjoy going to work,Mac OS X,26-100
40-50,11,United Kingdom,"$60,000 - $80,000",,C++,,,,,,,,,,,,,It's a paycheck,Windows 7,26-100
35-39,11,United States of America,"$100,000 - $120,000",,,,Java,JavaScript,,,,,,Python,,,,Love my job,Linux,"1,000-3,000"
20-24,2/5/2013,Russia,,,,,,,,,,,,,,,,,,
20-24,<2,United States of America,,,,,,,,,,,,,,,,,,
51-60,11,United Kingdom,,,,,,,,,,,,,,,,,,
30-34,11,United States of America,,,,,,,,,,,,,,,,,,
25-29,6/10/2013,United States of America,,,,,,,,,,,,,,,,,,
20-24,2/5/2013,Russia,,,,,,,,,,,,,,,,,,
30-34,6/10/2013,United States of America,,,,,,,,,,,,,,,,,,
20-24,<2,United States of America,,,,,,,,,,,,,,,,,,
< 20,2/5/2013,Australia,,,,,,,,,,,,,,,,,,
40-50,11,Other Europe,,,,,,,,,,,,,,,,,,
20-24,2/5/2013,Other Asia,,,,,,,,,,,,,,,,,,
,,Germany,,,,,,,,,,,,,,,,,,
20-24,6/10/2013,Italy,,,,,,,,,,,,,,,,,,
20-24,<2,Netherlands,,,,,,,,,,,,,,,,,,
35-39,11,Other Europe,,,,,,,,,,,,,,,,,,
40-50,6/10/2013,Australia,,,,,,,,,,,,,,,,,,
20-24,<2,Australasia,,,,,,,,,,,,,,,,,,
,,Other Europe,,,,,,,,,,,,,,,,,,
< 20,<2,Canada,,,,,,,,,,,,,,,,,,
30-34,11,Russia,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,Other Europe,,,,,,,,,,,,,,,,,,
40-50,11,United Kingdom,,,,,,,,,,,,,,,,,,
20-24,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,
20-24,2/5/2013,Other Europe,,,,,,,,,,,,,,,,,,
< 20,<2,Canada,,,,,,,,,,,,,,,,,,
,,Canada,,,,,,,,,,,,,,,,,,
< 20,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,
< 20,<2,United Kingdom,,,,C#,Java,,,,,,,,,,,,Windows 7,"Other (not working, consultant, etc.)"
25-29,6/10/2013,Other Europe,,,C++,,Java,JavaScript,,,,,,,,SQL,,,Linux,"Other (not working, consultant, etc.)"
35-39,11,Other Europe,Rather not say,,,C#,,JavaScript,,,,,,,,SQL,custom scripting,I enjoy going to work,Windows 7,26-100
< 20,2/5/2013,United States of America,,,,C#,,JavaScript,jQuery,,,,,,,,,,Windows 8,1/25/2013
30-34,<2,United States of America,Rather not say,,,C#,,JavaScript,jQuery,,,,,,,,,Love my job,Windows 7,"1,000-3,000"
20-24,<2,India,"<$20,000",,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,It's a paycheck,Linux,1/25/2013
25-29,6/10/2013,Other Europe,,,,,,,,,,,,,,,,,,26-100
< 20,<2,Other Europe,,,C++,,,,,,,,PHP,,,SQL,,I wish I had a job!,Linux,"Other (not working, consultant, etc.)"
25-29,2/5/2013,Canada,"$60,000 - $80,000",,C++,C#,Java,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
30-34,6/10/2013,United Kingdom,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,,,SQL,,I'm not happy in my job,Windows 7,"1,000-3,000"
25-29,<2,India,,,,,Java,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,I enjoy going to work,Windows XP,26-100
25-29,2/5/2013,United Kingdom,,,,C#,,,,,,,PHP,,,SQL,Delphi,,Windows 7,"1,000-3,000"
25-29,6/10/2013,Other Europe,"<$20,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,Delphi,Love my job,Windows 7,"Other (not working, consultant, etc.)"
< 20,2/5/2013,Canada,,,,,Java,,,,,,,,,,,,Windows 7,"Other (not working, consultant, etc.)"
20-24,6/10/2013,Other Europe,Rather not say,C,C++,C#,,,,,,,,,,,,Love my job,Windows XP,1/25/2013
20-24,2/5/2013,United States of America,Student / Unemployed,C,C++,,,JavaScript,jQuery,,,,PHP,Python,Ruby,SQL,,I wish I had a job!,Linux,1/25/2013
25-29,11,United States of America,"$20,000 - $40,000",,,,,JavaScript,jQuery,,Node.js,,,,Ruby,,CoffeeScript,It's a paycheck,Linux,"1,000-3,000"
40-50,11,Other Europe,">$140,000",C,C++,C#,Java,JavaScript,,,,,,,,SQL,,Love my job,Windows 7,3001
20-24,2/5/2013,Other Europe,Rather not say,C,C++,,,JavaScript,jQuery,,,,,,,,Qt,Love my job,Linux,1/25/2013
35-39,6/10/2013,Canada,"$80,000 - $100,000",,,C#,Java,JavaScript,,,,,,Python,Ruby,SQL,,I wish I had a job!,Linux,"Other (not working, consultant, etc.)"
25-29,<2,Other Europe,Rather not say,,,,Java,,,,,,,,,SQL,,I wish I had a job!,Windows 7,"Other (not working, consultant, etc.)"
51-60,11,United States of America,Rather not say,C,C++,,Java,,,,,Objective-C,,,,SQL,,It's a paycheck,Linux,101-999
51-60,11,United States of America,"$100,000 - $120,000",,,,,,,,,,,,,SQL,COBOL,It's a paycheck,Windows 7,3001
< 20,2/5/2013,United Kingdom,"<$20,000",,,,,JavaScript,jQuery,,,,PHP,,,,,Love my job,Windows 8,1/25/2013
30-34,6/10/2013,Germany,"$60,000 - $80,000",,,,Java,,,,,,,,,,go,I enjoy going to work,Windows XP,26-100
25-29,2/5/2013,Other Europe,"$20,000 - $40,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,,I'm not happy in my job,Windows XP,3001
30-34,6/10/2013,Canada,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,101-999
35-39,11,United States of America,"$60,000 - $80,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Love my job,Windows 8,101-999
40-50,11,United States of America,">$140,000",,,C#,,,,,,Objective-C,,,,SQL,,Love my job,Windows 7,26-100
25-29,2/5/2013,Africa,"$40,000 - $60,000",,C++,C#,,JavaScript,jQuery,,,,,,,,,It's a paycheck,Windows 7,101-999
35-39,11,Canada,"$60,000 - $80,000",,,C#,,JavaScript,,,,Objective-C,PHP,Python,,SQL,,I enjoy going to work,Windows 7,101-999
30-34,2/5/2013,Germany,"$60,000 - $80,000",,,C#,,,,,,,,,,,,It's a paycheck,Windows 7,1/25/2013
40-50,11,United Kingdom,,C,C++,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,I enjoy going to work,Windows XP,101-999
40-50,11,United States of America,">$140,000",,C++,C#,,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Windows 7,101-999
20-24,11,France,"$20,000 - $40,000",C,C++,,,,,,,,,Python,,,,Love my job,Linux,"1,000-3,000"
30-34,11,United States of America,Rather not say,,,,,,jQuery,,,,PHP,,,,MySQL,I enjoy going to work,Mac OS X,26-100
25-29,6/10/2013,United Kingdom,"$80,000 - $100,000",,,C#,Java,,,,,,,,,,,I enjoy going to work,Windows 7,1/25/2013
30-34,6/10/2013,North America (Other),"$20,000 - $40,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
30-34,6/10/2013,United Kingdom,"$40,000 - $60,000",,,,,,,,,,PHP,,,SQL,,It's a paycheck,Windows 7,1/25/2013
40-50,11,United States of America,">$140,000",,,,,,,,,,,,,SQL,PowerShell,Hate my job,Windows 7,"1,000-3,000"
25-29,11,United States of America,"$40,000 - $60,000",,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,Groovy,I enjoy going to work,Windows 7,1/25/2013
35-39,11,United States of America,"$120,000 - $140,000",,,C#,,JavaScript,jQuery,,,Objective-C,,,Ruby,SQL,,It's a paycheck,Mac OS X,26-100
35-39,11,Other Europe,"$60,000 - $80,000",C,,C#,,,,,,,,Python,,,,Love my job,Windows 7,26-100
30-34,11,Other Europe,"$60,000 - $80,000",,,,Java,JavaScript,jQuery,,,,,,,,,I enjoy going to work,Windows 7,101-999
25-29,6/10/2013,Other Europe,"$20,000 - $40,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
35-39,11,India,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Windows 7,3001
20-24,2/5/2013,India,"<$20,000",,,,Java,JavaScript,jQuery,,,,,,,,mongo DB,I enjoy going to work,Windows 8,26-100
25-29,11,Other Europe,"$40,000 - $60,000",,,,Java,,,,,,PHP,,,SQL,Flex,It's a paycheck,Windows 7,1/25/2013
40-50,11,Canada,"$120,000 - $140,000",,,,,,,,,Objective-C,,Python,,,,Love my job,Linux,101-999
20-24,2/5/2013,Other Asia,Student / Unemployed,,,C#,,,,,,,,,,,,Love my job,Windows 8,1/25/2013
30-34,6/10/2013,Other Europe,"$20,000 - $40,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Love my job,Windows 7,1/25/2013
30-34,6/10/2013,United Kingdom,"$40,000 - $60,000",,,C#,,,jQuery,,,,,,,SQL,C# Razor / MVC,I enjoy going to work,Windows 7,1/25/2013
25-29,6/10/2013,Other Europe,Rather not say,,,C#,,,,,,,,Python,,,,Love my job,Windows 8,1/25/2013
30-34,11,United States of America,"$80,000 - $100,000",,,,Java,,,,,,,,Ruby,,Perl,It's a paycheck,Mac OS X,3001
35-39,11,Central America,"$20,000 - $40,000",,,,,,jQuery,,,,PHP,,,SQL,Delphi,Love my job,Windows 7,1/25/2013
25-29,2/5/2013,India,Rather not say,,,,Java,JavaScript,jQuery,,Node.js,Objective-C,,,,,,I enjoy going to work,Windows XP,101-999
30-34,11,United States of America,"$80,000 - $100,000",,,C#,,,,,,,,,,,small talk,Love my job,Windows 7,101-999
40-50,11,Australia,,C,C++,,,JavaScript,,,,,,,,SQL,VB.NET,I enjoy going to work,Windows 7,1/25/2013
35-39,11,United Kingdom,"$80,000 - $100,000",C,C++,,,,,,,,,Python,,,VHDL,I enjoy going to work,Windows 7,3001
25-29,6/10/2013,Other Europe,"<$20,000",,,,,,,,,,PHP,,,SQL,,I enjoy going to work,Linux,1/25/2013
40-50,11,Germany,"$80,000 - $100,000",,,,,,,,,,,Python,,SQL,,It's a paycheck,Windows XP,3001
30-34,6/10/2013,United States of America,"$80,000 - $100,000",,,C#,,,,,,,,,,SQL,,I enjoy going to work,Windows 7,101-999
30-34,11,United States of America,"$80,000 - $100,000",,,,,JavaScript,,,,,PHP,,,SQL,PrototypeJS,Love my job,Mac OS X,26-100
25-29,6/10/2013,United States of America,"$60,000 - $80,000",,,,Java,JavaScript,jQuery,,,,,,,,,I enjoy going to work,Windows 7,3001
25-29,11,United Kingdom,"$100,000 - $120,000",C,C++,C#,Java,,,,,,,Python,,SQL,,It's a paycheck,Linux,3001
40-50,11,United States of America,"$120,000 - $140,000",,,,Java,,,,,,,,,,erlang,Love my job,Mac OS X,26-100
20-24,2/5/2013,Canada,Student / Unemployed,,,C#,,JavaScript,,,,,PHP,,Ruby,SQL,,I wish I had a job!,Windows 7,"Other (not working, consultant, etc.)"
25-29,11,United States of America,"$80,000 - $100,000",,,,Java,JavaScript,jQuery,,,,,,,,AngularJS,I enjoy going to work,Windows 7,3001
20-24,2/5/2013,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,Node.js,,PHP,,,SQL,"AWS, MongoDB",I enjoy going to work,Windows 7,1/25/2013
30-34,6/10/2013,United States of America,"$100,000 - $120,000",,C++,,,JavaScript,jQuery,,,,,Python,,SQL,,I wish I had a job!,Mac OS X,1/25/2013
30-34,6/10/2013,Russia,"<$20,000",C,C++,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,I enjoy going to work,Linux,1/25/2013
20-24,6/10/2013,United States of America,"$60,000 - $80,000",,C++,,Java,JavaScript,,,,,,,,,Perl,I enjoy going to work,Windows 7,"1,000-3,000"
30-34,6/10/2013,India,Rather not say,,,C#,,,,,,,,,,,,It's a paycheck,Windows 7,3001
51-60,11,United States of America,"$120,000 - $140,000",,,C#,,JavaScript,jQuery,,Node.js,,,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
51-60,11,United Kingdom,">$140,000",,,,,,,,,,,,,SQL,,I enjoy going to work,Windows XP,"1,000-3,000"
20-24,<2,India,"<$20,000",,,,,JavaScript,jQuery,,,,PHP,Python,Ruby,SQL,,I enjoy going to work,Linux,1/25/2013
25-29,6/10/2013,Netherlands,"$40,000 - $60,000",,,,,,,,,,PHP,,,SQL,,It's a paycheck,Windows 7,26-100
40-50,2/5/2013,United States of America,"$20,000 - $40,000",,,,,JavaScript,,,,,PHP,,,,,I'm not happy in my job,Mac OS X,1/25/2013
20-24,2/5/2013,India,"<$20,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Linux,3001
< 20,2/5/2013,Other Europe,Student / Unemployed,C,,,,JavaScript,jQuery,,,,,,Ruby,,,I wish I had a job!,Linux,1/25/2013
25-29,6/10/2013,Other Europe,"$60,000 - $80,000",,,C#,Java,JavaScript,jQuery,,Node.js,,,,,SQL,,I'm not happy in my job,Windows 7,26-100
25-29,11,India,Rather not say,,,,,JavaScript,jQuery,,,,,,Ruby,,,I enjoy going to work,Linux,1/25/2013
25-29,2/5/2013,Other Europe,"$40,000 - $60,000",,,,Java,,jQuery,,,,,,,,Scala,It's a paycheck,Windows 7,1/25/2013
40-50,11,Other Europe,Rather not say,,,,,,jQuery,,Node.js,,,,Ruby,SQL,,I enjoy going to work,Mac OS X,1/25/2013
30-34,11,Other Asia,"<$20,000",,,,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,,I enjoy going to work,Mac OS X,1/25/2013
35-39,11,Australasia,"$80,000 - $100,000",,,,Java,JavaScript,jQuery,,,,,Python,,SQL,"Scala, Go",I enjoy going to work,Linux,101-999
30-34,11,Germany,"$20,000 - $40,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
30-34,6/10/2013,Other Europe,"<$20,000",,,,,,jQuery,,,,PHP,,,SQL,,Love my job,Linux,1/25/2013
51-60,11,Other Europe,,,,,,,,,,,,,,,,,,
40-50,6/10/2013,United States of America,,,,,,,,,,,,,,,,,,
20-24,11,Russia,,,,,,,,,,,,,,,,,,
,,India,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,
51-60,11,United States of America,,,,,,,,,,,,,,,,,,
25-29,11,Other Europe,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,
>60,<2,Other Europe,,,,,,,,,,,,,,,,,,
30-34,11,Germany,,,,,,,,,,,,,,,,,,
,,Africa,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,Other Europe,,,,,,,,,,,,,,,,,,
,,Netherlands,,,,,,,,,,,,,,,,,,
25-29,6/10/2013,Russia,,,,,,,,,,,,,,,,,,
,,Other Europe,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,
25-29,11,Other Europe,,,,,,,,,,,,,,,,,,
30-34,6/10/2013,Canada,,,,,,,,,,,,,,,,,,
< 20,<2,Other Europe,,,,,,,,,,,,,,,,,,
30-34,<2,United Kingdom,,,,,,,,,,,,,,,,,,
25-29,6/10/2013,Other Europe,,,,,,,,,,,,,,,,,,
20-24,2/5/2013,Other Europe,,,,,,,,,,,,,,,,,,
25-29,2/5/2013,United States of America,,,,,,,,,,,,,,,,,,
,,United States of America,,,,,,,,,,,,,,,,,,
30-34,11,Canada,,,,,,,,,,,,,,,,,,
40-50,11,India,,,,,,,,,,,,,,,,,,
30-34,6/10/2013,Russia,,,,,,,,,,,,,,,,,,
,,Other Europe,,,,,,,,,,,,,,,,,,
35-39,<2,Other Europe,Rather not say,,,,,,,,,,,,,,Dutch,It's a paycheck,Other,"Other (not working, consultant, etc.)"
20-24,2/5/2013,Russia,,,,,,,,,,,,,,,,I wish I had a job!,,"Other (not working, consultant, etc.)"
20-24,6/10/2013,Germany,,,,C#,Java,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,,Mac OS X,1/25/2013
< 20,2/5/2013,Other Asia,Student / Unemployed,,,,,,,,,,,,,,Basic,Love my job,Windows 7,"Other (not working, consultant, etc.)"
30-34,6/10/2013,United States of America,,,,,,,,,,,,,,,,,,"Other (not working, consultant, etc.)"
< 20,2/5/2013,United Kingdom,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,,Windows 8,1/25/2013
30-34,6/10/2013,United States of America,">$140,000",,,C#,,JavaScript,jQuery,JQuery,,,,,,SQL,,I'm not happy in my job,Windows 7,3001
30-34,6/10/2013,Other Europe,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,Love my job,Windows 7,1/25/2013
35-39,11,United States of America,,,,C#,,JavaScript,jQuery,,,Objective-C,,,,SQL,Silverlight,,Windows 7,101-999
20-24,<2,India,,,,,,,,,,,,,,,,,,1/25/2013
20-24,6/10/2013,United States of America,,C,C++,,,JavaScript,jQuery,JQuery,Node.js,,,Python,,,CoffeeScript,,Linux,1/25/2013
30-34,11,Other Asia,,C,C++,,,,,,,,,,,,,,Windows 7,1/25/2013
20-24,2/5/2013,Other Asia,,C,,,,,,,,,,Python,,,,,Windows 7,26-100
25-29,6/10/2013,India,,,,,,,,,,,,,,,,,,101-999
40-50,11,United States of America,">$140,000",,,,,,,,,,,Python,Ruby,SQL,,I enjoy going to work,Mac OS X,1/25/2013
30-34,11,Other Europe,"<$20,000",,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,Love my job,Linux,1/25/2013
25-29,11,United Kingdom,">$140,000",,,C#,,,,,,,,,,SQL,,I enjoy going to work,Mac OS X,1/25/2013
35-39,2/5/2013,United States of America,Rather not say,,,,,JavaScript,jQuery,,Node.js,,PHP,Python,Ruby,SQL,,I enjoy going to work,Mac OS X,101-999
35-39,11,Other Europe,"$60,000 - $80,000",,,C#,,JavaScript,jQuery,JQuery,,,,,,,crm,Love my job,Windows 7,1/25/2013
30-34,6/10/2013,Middle East,Rather not say,,,,,JavaScript,jQuery,,,,,Python,,SQL,,It's a paycheck,Linux,101-999
30-34,6/10/2013,Germany,"$40,000 - $60,000",,,,,,,,,,,,,,,I enjoy going to work,Mac OS X,1/25/2013
20-24,2/5/2013,Other Europe,"<$20,000",,,C#,,JavaScript,,,,,,,,,,Love my job,Windows 7,3001
