string_field_1,string_field_4,string_field_0,string_field_105,string_field_8,string_field_9,string_field_10,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50,string_field_109,string_field_2,string_field_6
20-24,2 - 5 years,India,"Less than $20,000",Android,,,,,,,,,Cordova,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,Male,Windows 8
25-29,6 - 10 years,Turkey,"Less than $20,000",,,,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,Windows Phone,,Delphi,I love my job,Male,Windows 7
25-29,2 - 5 years,India,"Less than $20,000",Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
< 20,2 - 5 years,Romania,"Less than $20,000",Android,,,,C++,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
20-24,2 - 5 years,Russian Federation,,Android,,,,,,C#,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Female,Mac OS X
< 20,6 - 10 years,Netherlands,Unemployed,Android,Arduino / Raspberry Pi,,,C++,,,,,Cordova,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,,Male,Windows 7
20-24,Less than 1 year,Turkey,Rather not say,Android,,,C,,,,,,,,,,,,,,iOS,Java,,,Matlab,,,Objective-C,,,,,,,,,,,,,,Swift,,,,,I'm somewhat satisfied with my job,Female,Windows 7
30-34,6 - 10 years,United States,"$60,000 - $80,000",Android,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Mac OS X
25-29,1 - 2 years,Denmark,"Less than $20,000",Android,,,,,,C#,,,,,,,,,,,iOS,Java,,,,,,,,,,,,,,,,,,SQL,,,,Windows Phone,,,,Male,Windows 7
25-29,Less than 1 year,Spain,"Less than $20,000",,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
20-24,2 - 5 years,Poland,"Less than $20,000",Android,Arduino / Raspberry Pi,AngularJS,,,,,,,Cordova,Clojure,,,,,,,iOS,Java,JavaScript,,Matlab,MongoDB,Node.js,Objective-C,,,,,,,,,,,,,,,,,,,,Male,Windows 7
30-34,11+ years,United States,"$80,000 - $100,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,R,,,,,,Sharepoint,,SQL,SQL Server,,,,,,I love my job,Male,Windows 7
25-29,6 - 10 years,Poland,"$20,000 - $40,000",Android,,,C,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Fedora
25-29,2 - 5 years,Hungary,"$40,000 - $60,000",Android,,,,,,C#,,,,,,,F#,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,Windows Phone,,,I love my job,Male,Windows 8
30-34,6 - 10 years,Germany,"$40,000 - $60,000",Android,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,2 - 5 years,United States,"$60,000 - $80,000",Android,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,,,,Ruby,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
25-29,6 - 10 years,Australia,Rather not say,Android,,,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
25-29,2 - 5 years,India,Rather not say,Android,,,,,,,,,Cordova,,,,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,BackboneJS,I'm somewhat satisfied with my job,Male,Mac OS X
20-24,6 - 10 years,Afghanistan,"$20,000 - $40,000",Android,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,SQL Server,,,,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
25-29,2 - 5 years,Saudi Arabia,"$20,000 - $40,000",Android,,,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,Swift,,,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
25-29,2 - 5 years,United States,"$60,000 - $80,000",Android,,,,,C++11,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
30-34,11+ years,N/A,Rather not say,Android,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,,,I love my job,Male,Windows 7
25-29,2 - 5 years,South Africa,Rather not say,,,,,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,2 - 5 years,France,"$40,000 - $60,000",,,,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
< 20,2 - 5 years,Armenia,"Less than $20,000",Android,,,,C++,,C#,,,,,,,,,,,iOS,Java,JavaScript,,Matlab,,,Objective-C,,PHP,Python,,,,,,,,,SQL,,Swift,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 8
25-29,2 - 5 years,United Kingdom,"$20,000 - $40,000",Android,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,6 - 10 years,Slovenia,"Less than $20,000",Android,Arduino / Raspberry Pi,AngularJS,,,,,,,,,,,,,,,,Java,,,,,Node.js,Objective-C,,,,,,,,,,,,,,,,,,,,Male,Mac OS X
35-39,11+ years,United Kingdom,"$120,000 - $140,000",Android,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,Windows Phone,Wordpress,,I love my job,Male,Windows 8
30-34,2 - 5 years,Italy,"$40,000 - $60,000",Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 8
25-29,2 - 5 years,India,"Less than $20,000",Android,,,,,,,,,Cordova,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
30-34,11+ years,Egypt,"Less than $20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActionScript,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,2 - 5 years,India,"Less than $20,000",Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Female,Windows 8
20-24,2 - 5 years,United States,Rather not say,Android,,,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,Actionscript 3.0,I love my job,Male,Mac OS X
< 20,2 - 5 years,United States,"$40,000 - $60,000",Android,,,,,,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,,,I love my job,Male,Mac OS X
25-29,6 - 10 years,Australia,"$60,000 - $80,000",,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,Windows Phone,,,I love my job,Male,Windows 8
40-50,11+ years,United States,"$60,000 - $80,000",,,AngularJS,,,,,,,Cordova,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,2 - 5 years,China,"Less than $20,000",Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
20-24,2 - 5 years,New Zealand,,Android,,,,,,,,,,,,,,,,,,Java,,,,,,Objective-C,,,Python,,,,,,,,,,,,,,,,I love my job,,Mac OS X
25-29,6 - 10 years,Egypt,"$20,000 - $40,000",Android,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
25-29,2 - 5 years,India,"Less than $20,000",Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,2 - 5 years,India,"$20,000 - $40,000",Android,,,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
20-24,2 - 5 years,France,"$20,000 - $40,000",Android,,AngularJS,,,,,,,Cordova,,,,,,,,iOS,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,Windows Phone,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 8
40-50,11+ years,Finland,"$60,000 - $80,000",,,,C,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Ubuntu
25-29,2 - 5 years,Portugal,Rather not say,Android,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
35-39,11+ years,Canada,"$80,000 - $100,000",,Arduino / Raspberry Pi,,,C++,C++11,C#,,,,,,,,,,,,,,LAMP,,MongoDB,Node.js,,,PHP,Python,,,,,,,,,,,,,Windows Phone,,,I love my job,Male,Windows 8
40-50,11+ years,United States,"$140,000 - $160,000",Android,,,,,C++11,C#,,,,,,,,,,,,Java,,,,,,Objective-C,,,Python,,,,,,,,,SQL,,,,Windows Phone,,,I love my job,Male,Mac OS X
20-24,2 - 5 years,United States,"$60,000 - $80,000",Android,,,,,,C#,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 8
20-24,1 - 2 years,Spain,"Less than $20,000",Android,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,Swift,,,,,I love my job,Male,Mac OS X
20-24,2 - 5 years,Indonesia,"Less than $20,000",Android,Arduino / Raspberry Pi,,C,C++,C++11,C#,,,,,,,,,,,iOS,Java,,LAMP,,,,Objective-C,,,Python,,,,,,,,,,,Swift,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,2 - 5 years,Turkey,"Less than $20,000",Android,,AngularJS,C,C++,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,JavaScript,,,MongoDB,Node.js,Objective-C,,,,,Redis,,,,,,,SQL,SQL Server,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Mac OS X
35-39,6 - 10 years,Australia,"More than $160,000",Android,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,,,I love my job,Male,Mac OS X
25-29,6 - 10 years,United States,"$60,000 - $80,000",Android,,,,C++,C++11,,,,,,,,,Go,,,iOS,Java,,,,,,Objective-C,,,Python,,,,Rust,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Other Linux
25-29,6 - 10 years,India,"Less than $20,000",Android,,,,,,C#,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,Windows Phone,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
30-34,6 - 10 years,Germany,"$20,000 - $40,000",Android,,,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
30-34,1 - 2 years,Netherlands,"$40,000 - $60,000",,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
30-34,6 - 10 years,Spain,"$60,000 - $80,000",Android,,,,,,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
20-24,Less than 1 year,India,Unemployed,Android,,,,,,,,,,,,,,,,,iOS,,,,,,Node.js,,,,,,,,,,,,,SQL,,,,,,,,Male,Mac OS X
30-34,2 - 5 years,Germany,"$20,000 - $40,000",Android,,,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Mac OS X
20-24,2 - 5 years,Canada,"$40,000 - $60,000",Android,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,Scala,,,,,Swift,,,,,I love my job,Female,Mac OS X
20-24,2 - 5 years,Netherlands,"$40,000 - $60,000",Android,,,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,Node.js,Objective-C,,,,,,,,,,,,,,,,Windows Phone,,,I love my job,Male,Windows 8
25-29,11+ years,Serbia,"Less than $20,000",Android,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,LAMP,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,,,I love my job,Male,Ubuntu
40-50,11+ years,Turkey,"Less than $20,000",Android,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Ubuntu
20-24,2 - 5 years,India,"Less than $20,000",Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Female,Mac OS X
51-60,11+ years,Australia,Rather not say,Android,,,,,,C#,,,,,,,,,,,iOS,,,,,,,,,PHP,,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
20-24,2 - 5 years,Bahrain,"$20,000 - $40,000",Android,,AngularJS,,,,,,,Cordova,,,,,Go,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Fedora
25-29,6 - 10 years,France,"$20,000 - $40,000",Android,,,C,C++,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,,,Swift,,,Wordpress,,I'm somewhat dissatisfied with my job,Male,Mac OS X
25-29,1 - 2 years,Mexico,"Less than $20,000",Android,,,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
30-34,6 - 10 years,India,"Less than $20,000",Android,,,,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,PHP,,,,,,,,,,,,Swift,,,,,I love my job,Male,Mac OS X
25-29,6 - 10 years,Romania,"Less than $20,000",Android,,,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,LAMP,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,11+ years,Finland,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,,,,,Windows Phone,,,I love my job,Male,Mac OS X
25-29,2 - 5 years,United States,"More than $160,000",,,,,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,,Node.js,Objective-C,,,Python,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
20-24,1 - 2 years,Pakistan,Unemployed,Android,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,Wordpress,,,Male,Windows 7
20-24,2 - 5 years,United Kingdom,Unemployed,,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lua,,Male,Mac OS X
20-24,Less than 1 year,India,Rather not say,,,,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Mac OS X
40-50,11+ years,United States,"$60,000 - $80,000",Android,,,C,C++,,,,,,,,,,,,,iOS,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
25-29,2 - 5 years,India,"Less than $20,000",Android,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
20-24,1 - 2 years,Bosnia Herzegovina,"Less than $20,000",Android,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,iOS,Java,,,,,,,,,,,,,,,,,,SQL,,,,Windows Phone,Wordpress,,I'm somewhat satisfied with my job,Male,Windows 8
< 20,2 - 5 years,Germany,"Less than $20,000",Android,,,C,C++,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,,Male,Mac OS X
20-24,11+ years,Sweden,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,6 - 10 years,Latvia,"$40,000 - $60,000",Android,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I love my job,Male,Windows 7
20-24,11+ years,Brazil,"Less than $20,000",Android,Arduino / Raspberry Pi,,C,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
20-24,1 - 2 years,Vietnam,"Less than $20,000",Android,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,PHP,,,Redis,,,,,,,,,,,Windows Phone,,,I'm somewhat satisfied with my job,Male,Windows 8
25-29,6 - 10 years,United Kingdom,"$80,000 - $100,000",Android,,AngularJS,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,JavaScript,LAMP,,,,Objective-C,,PHP,,,,Ruby,,,,,,,,,,,Wordpress,,I'm somewhat satisfied with my job,Male,Mac OS X
40-50,11+ years,United States,"$80,000 - $100,000",Android,,,,,,C#,,,,,,,,,,,iOS,,,,,,,,,PHP,,,,,,,,,,,,,,,,Xamarin,I'm somewhat satisfied with my job,Male,Mac OS X
30-34,2 - 5 years,Israel,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
30-34,1 - 2 years,Canada,"$40,000 - $60,000",Android,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 8
25-29,1 - 2 years,United States,"$40,000 - $60,000",Android,,,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,I love my job,Male,Windows 7
40-50,11+ years,Thailand,"Less than $20,000",Android,,,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,,,Swift,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
30-34,6 - 10 years,United States,"$80,000 - $100,000",Android,,,,,,,,,,,,,,Go,,,iOS,Java,JavaScript,LAMP,,,,Objective-C,,PHP,,,,Ruby,,,,,,SQL,,Swift,,,,,I love my job,Male,Mac OS X
25-29,2 - 5 years,India,"$60,000 - $80,000",,,AngularJS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
20-24,2 - 5 years,India,"Less than $20,000",Android,,,C,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,Python,,,,,,,,,SQL,,,,,,,I love my job,Male,Windows 7
20-24,1 - 2 years,United States,,Android,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,Male,Mac OS X
25-29,2 - 5 years,Italy,"$20,000 - $40,000",Android,,,,,,,,,,,,,,,,,iOS,Java,,LAMP,,,,Objective-C,,PHP,,,,,,,,,,,,,,,Wordpress,,I'm somewhat satisfied with my job,Male,Mac OS X
20-24,6 - 10 years,United Kingdom,"$40,000 - $60,000",,,,,,,C#,,,,,,,,,,Haskell,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 8
30-34,2 - 5 years,United States,"$40,000 - $60,000",Android,,,,,,C#,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,6 - 10 years,Sweden,Rather not say,Android,,,,,,,,CoffeeScript,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,Ruby,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,2 - 5 years,United States,"$40,000 - $60,000",Android,,,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
40-50,11+ years,United States,"$100,000 - $120,000",Android,,,C,C++,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,Python,,,,,,,,,,,Swift,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
40-50,11+ years,United States,"$100,000 - $120,000",Android,,AngularJS,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,Python,,,,,,,,,,,,,,,ExtendScript,I love my job,Male,Mac OS X
25-29,2 - 5 years,Russian Federation,Rather not say,,,,,,,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,SQL,,,,Windows Phone,,,I love my job,Male,Windows 7
25-29,6 - 10 years,Bosnia Herzegovina,"Less than $20,000",Android,,,,,,C#,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,,SQL Server,,Visual Basic,Windows Phone,,,I'm somewhat satisfied with my job,Male,Windows 8
25-29,6 - 10 years,Canada,,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
25-29,2 - 5 years,Australia,"$40,000 - $60,000",Android,,,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
20-24,2 - 5 years,United States,"$60,000 - $80,000",Android,,,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,,"HTML, CSS",I'm somewhat satisfied with my job,Other,Windows 8
25-29,2 - 5 years,India,"Less than $20,000",Android,,,,C++,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
25-29,6 - 10 years,Italy,"Less than $20,000",Android,,AngularJS,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,Swift,,Windows Phone,,,,Male,Mac OS X
25-29,2 - 5 years,Argentina,"Less than $20,000",Android,Arduino / Raspberry Pi,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
40-50,11+ years,United Kingdom,,,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Debian
20-24,2 - 5 years,Germany,"$20,000 - $40,000",Android,,,,,,C#,,,,,,,,,,,iOS,Java,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
20-24,2 - 5 years,France,"$40,000 - $60,000",Android,,,,C++,C++11,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
51-60,11+ years,N/A,"$60,000 - $80,000",Android,Arduino / Raspberry Pi,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,,I love my job,Female,Mac OS X
20-24,2 - 5 years,Moldova,"$20,000 - $40,000",Android,,,,C++,,C#,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,2 - 5 years,Canada,"$40,000 - $60,000",Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,,I love my job,Male,Windows 7
51-60,11+ years,Netherlands,"$60,000 - $80,000",Android,,,C,C++,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,SQL,,Swift,,,,,I love my job,Male,Mac OS X
20-24,1 - 2 years,Pakistan,"Less than $20,000",Android,,,,,,C#,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
30-34,6 - 10 years,Italy,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,I love my job,Male,Mac OS X
25-29,2 - 5 years,China,"$20,000 - $40,000",Android,,,,,,,,,,,,,,Go,,,iOS,,,,,,,,,PHP,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Mac OS X
20-24,6 - 10 years,Germany,"$40,000 - $60,000",Android,,AngularJS,,,C++11,,,,,,,,,,,,iOS,,,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,2 - 5 years,Jordan,"Less than $20,000",Android,,,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
20-24,2 - 5 years,Brazil,"Less than $20,000",Android,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
Prefer not to disclose,11+ years,United States,"$120,000 - $140,000",Android,,AngularJS,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,Node.js,Objective-C,,PHP,Python,R,,,,,,,,,,,,,,,I love my job,Prefer not to disclose,Mac OS X
25-29,2 - 5 years,Romania,"$20,000 - $40,000",Android,,,,,,,,,,,,,,,,,,Java,,,,MongoDB,Node.js,,,,,,,,,,Scala,,,SQL,,,,,,,I love my job,Male,Ubuntu
40-50,11+ years,Sweden,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,1 - 2 years,Russian Federation,,Android,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,Python,,,,,,,,,,,,,Windows Phone,,Unity3D,I'm somewhat satisfied with my job,Male,Windows 8
